n;k1;k2;k3;k4;k5;k6;k7;k8;k9;k10;k11;k12
340;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
341;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
342;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
343;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
344;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
345;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
346;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
347;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
348;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
349;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
350;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
351;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
352;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
353;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
354;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
355;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
356;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
357;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
358;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
359;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
360;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
361;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
362;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
363;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
364;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
365;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
366;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
367;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
368;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
369;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
370;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
371;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
372;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
373;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
374;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
375;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
376;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
377;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
378;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
379;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
380;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
381;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
382;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
383;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
384;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
385;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
386;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
387;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
388;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
389;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
390;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
391;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
392;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
393;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
394;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
395;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
396;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
397;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
398;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
399;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
400;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
401;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
402;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
403;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
404;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
405;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
406;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
407;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
408;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
409;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
410;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
411;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
412;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
413;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
414;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
415;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
416;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
417;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
418;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
419;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
420;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
421;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
422;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
423;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
424;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
425;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
426;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
427;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
428;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
429;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
430;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
431;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
432;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
433;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
434;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
435;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
436;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
437;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
438;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
439;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
440;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
441;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
442;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
443;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
444;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
445;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
446;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
447;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
448;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
449;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
450;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
451;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
452;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
453;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
454;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
455;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
456;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
457;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
458;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
459;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
460;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
461;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
462;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
463;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
464;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
465;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
466;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
467;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
468;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
469;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
470;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
471;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
472;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
473;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
474;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
475;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
476;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
477;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
478;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
479;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
480;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
481;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
482;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
483;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
484;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
485;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
486;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
487;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
488;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
489;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
490;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
491;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
492;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
493;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
494;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
495;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
496;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
497;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
498;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
499;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
500;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
501;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
502;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
503;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
504;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
505;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
506;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
507;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
508;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
509;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
510;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
511;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
512;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
513;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
514;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
515;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
516;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
517;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
518;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
519;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
520;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
521;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
522;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
523;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
524;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
525;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
526;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
527;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
528;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
529;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
530;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
531;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
532;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
533;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
534;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
535;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
536;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
537;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
538;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
539;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
540;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
541;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
542;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
543;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
544;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
545;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
546;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
547;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
548;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
549;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
550;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
551;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
552;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
553;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
554;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
555;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
556;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
557;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
558;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
559;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
560;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
561;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
562;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
563;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
564;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
565;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
566;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
567;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
568;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
569;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
570;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
571;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
572;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
573;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
574;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
575;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
576;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
577;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
578;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
579;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
580;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
581;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
582;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
583;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
584;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
585;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
586;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
587;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
588;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
589;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
590;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
591;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
592;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
593;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
594;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
595;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
596;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
597;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
598;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
599;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
600;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
601;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
602;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
603;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
604;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
605;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
606;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
607;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
608;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
609;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
610;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
611;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
612;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
613;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
614;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
615;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
616;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
617;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
618;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
619;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
620;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
621;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
622;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
623;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
624;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
625;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
626;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
627;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
628;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
629;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
630;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
631;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
632;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
633;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
634;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
635;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
636;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
637;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
638;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
639;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
640;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
641;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
642;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
643;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
644;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
645;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
646;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
647;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
648;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
649;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
650;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
651;0;0.02;0.04;0.08;0.29;0.5;0.93;0.91;1;1;0.99;1
652;0.01;0.02;0.04;0.08;0.42;0.5;0.93;0.7;1;1;1;1
653;0.01;0.02;0.04;0.07;0.18;0.5;0.81;1;1;1;1;1
654;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
655;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
656;0.01;0.02;0.04;0.07;0.29;0.5;0.85;1;1;1;1;1
657;0;0.02;0.04;0.08;0.42;0.5;0.93;0.91;1;1;0.99;1
658;0.01;0.02;0.04;0.08;0.18;0.5;0.93;0.7;1;1;1;1
659;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
660;0;0.02;0.04;0.08;0.35;0.5;0.67;0.91;1;1;1;1
661;0.01;0.02;0.04;0.08;0.29;0.5;0.84;0.7;1;1;1;1
662;0.01;0.02;0.04;0.07;0.42;0.5;0.85;1;1;1;1;1
663;0;0.02;0.04;0.08;0.18;0.5;0.93;0.91;1;1;0.99;1
664;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
665;0.01;0.02;0.04;0.07;0.35;0.5;0.81;1;1;1;1;1
666;0;0.02;0.04;0.08;0.29;0.5;0.67;0.91;1;1;1;1
667;0.01;0.02;0.04;0.08;0.42;0.5;0.84;0.7;1;1;1;1
668;0.01;0.02;0.04;0.07;0.18;0.5;0.85;1;1;1;1;1
669;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
670;0.01;0.02;0.04;0.08;0.35;0.5;0.93;0.7;1;1;1;1
671;0.01;0.02;0.04;0.07;0.29;0.5;0.81;1;1;1;1;1
672;0;0.02;0.04;0.08;0.42;0.5;0.67;0.91;1;1;1;1
673;0.01;0.02;0.04;0.08;0.18;0.5;0.84;0.7;1;1;1;1
674;0.01;0.02;0.04;0.07;0.35;0.5;0.85;1;1;1;1;1
675;0;0.02;0.04;0.08;0.35;0.5;0.93;0.91;1;1;0.99;1
676;0.01;0.02;0.04;0.08;0.29;0.5;0.93;0.7;1;1;1;1
677;0.01;0.02;0.04;0.07;0.42;0.5;0.81;1;1;1;1;1
678;0;0.02;0.04;0.08;0.18;0.5;0.67;0.91;1;1;1;1
679;0.01;0.02;0.04;0.08;0.35;0.5;0.84;0.7;1;1;1;1
